id,label,texts
245,0,Well choose your flavors for ocho loko we’ll repeat that
436,1,I just did 😍
910,0,I’ll drink whatever but I def don’t mind a mixed drink. I enjoy drinking games a lot lol
1903,1,i have a epi dot 🎸 but i'm terrible. i prefer my little uke
1613,0,biomed at melbourne now i think
2383,0,what kind of music do they play
317,0,And “I” by Lil Skies on repeat
230,0,Wtf ur shotgunning the loko then
1768,0,"i am actually presently not drinking, however i do attend alcohol fuelled events and watch my friends get really drunk"
3510,1,as im licking your clit
1820,0,i think they'd give you morphine then
146,1,How about a pickup lime
3134,1,Amazing. Fucking amazing you pervo we’re pervos!!!!
180,0,UMI I’m about it
3154,1,Mhm.. ;)
856,0,Ugh that’s an L you’ll have to go extra hard after quarantine to make up for it
3515,1,as i keep licking
2919,1, your enthusiasm is contagious its so inspiring 
3065,1,"I can feel my own pussy heat, so hot on my hand."
3399,1,Yes to both
3097,1,I will wait.
2979,1,Can I come over and keep you warm and dry?
2778,0,"nice, are you graduating or something?"
735,0,Phew at least you didn’t have to use up the daily super like 😅
1862,0,"yeah it's good fun, lots of fun activities and things"
2415,0,no...dogs r the best
3230,1,Watching the chargers game. Come be a party of the carnage. Orale!
404,0,Damn I didn’t watch the right episodes then lol
3031,1,You know what!
348,1,LMAO this is mine don’t make fun of the picture 😂
452,1,👀
1148,1,If you are lucky we can side hug before marriage
3117,1,Nice and light around the pink. Softly exploratory fingers too.
3159,1,Mmm..
3264,1,About*
1031,0,You ever do some crazy shit while drunk
1186,0,I love making spaghetti
3274,1,See told u it was my twin
3125,1,OK IT IS IN! Holy shit I have all 9 inches in my ass for you!
3234,1,I even goty phone stolen 🙁
935,0,Need to get a new job i feel like
231,0,He’s perpetually 13
681,0,Aw :( it’s beautiful just how it is Lilyana
1150,1,You are pretty
2519,0,you realise snapchat keeps all your photos right? i don't recommend doing weird shit on snapchat
3414,1,I'm thinking about you bending me over like that though. Is that really being a tease?
592,0,I get sushi 1-2x a week at Ku lol
498,0,USA
79,1,Snap?
874,0,Hey Deej 👋
2909,1,style   your fashion sense is impeccable it matches your stunning personality 
2685,0,"nah i have a dog, a great big golden retriever"
1918,0,"and yes i am, although now i'm doing a pathology major"
3001,1,I'll be dreaming about you all night long.
2975,1,I wish we could save money together and plan a romantic getaway for the future    
772,0,Kind of testing the waters haha it’s been a while since I’ve been on so I’m seeing what it’s like. Plus during quarantine it’s really nice to just have a convo
2469,1,haha yep good luck with that
2851,0,"nah, he doesn't look so little"
301,1,Respectfully from 6 ft away ofc
933,0,That sounds wonderful! I can relate to the parts about sleep and being tired afterwards. Proof that your brain was utilized for something new!
803,0,Aw nice! I’m so ready for quarantine to be over and see all my college friends tho
289,0,Entanglement
3167,1,Mmm.. Fuck I'm hard
2866,0,"nah, he's not blonde"
814,0,Bet I got the 4 lokos U get the skee ball. Those 8 year olds don’t stand a chance
1550,0,i'm pretty busy with vcess activities and i'm going to royal croquet this weekend
546,0,I’ll say black as my next guess
2922,1,your humor is one of the things i love most about you its so charming 
713,1,Aw so cute 🥺
2723,0,"well, i was bitten by a kangaroo once"
346,1,You’re not wrong 😂 wait lemme send my repeat playlist that could be better
1289,0,Nah we were just together for two years hahahaha
3061,1,Tell me — are you wet?
2649,1,well why don't you speak to him yourself
2590,0,"fair enough
is that 5 of you in your photo"
3301,1,Me: Alright I’ll go first 😉
2547,1,i'm not aiding and abetting the illegal organ trade
1216,0,I wish it was a requirement
1405,0,mmm same i'm from melbourne
2927,1,your energy is magnetic its impossible not to be drawn to you 
21,0,"How tall are you? Remember, No bs"
3185,1,"The sight I'm seeing is unbelievable, It's beautiful.."
1076,1,So will we conceive in your 2003 subaru or mine
2932,1,your physique is stunning its so attractive 
556,0,Hey how’s it going haha yesterday I got busy
1101,0,I'm pretty surprised I got it. I was fully prepared to spend like 15 minutes figuring it out haha
1271,0,You need to be saved
781,0,Honestly haha I’ve been making my friends and fam watch
2655,0,i'm pretty certain i'm an anatomy student
3489,1,Oh dear god I just cam so wonderfully. Thank you.
3377,1,I want to be in you so bad
2656,0,also i'm not keen on being cannabalised
563,1,I’m no short king but there’s always room for improvement 😉
3210,1,And?
3112,1,Twisting dildo head like screw in asshole entrance.
2453,0,"yeah, i know"
236,0,Pshhh I haven’t drank in 4 days
3250,1,I’m in California now
2528,0,i see why you haven't written anything in your bio
2397,0,you put it into a bong and smoke it
1215,0,I miss physics
3382,1,I want your big hard dick inside of me
615,0,Big fax haha he’s just super soothing. Like I want you and Heartbreak anniversary are my faves I think
2143,1,"but op shop vinyls are the best, i've decorated my wall with them :)"
868,0,I’m always picked first for basketball tho so that’s a plus
3009,1,Your pussy is really wet
2920,1,your voice is like velvet its so soothing and enchanting 
2334,0,omg you need to like explore the supermarket
1689,0,"not much, was dragged to the farmer's market this morning"
2382,1,"i have to go to dinner, have fun at the show"
2592,1,👯👯
2120,0,"how old is he, dear god he's not like 10 or something"
178,0,A bit different
1563,0,"i've never been, except to see a dog breeder"
2390,0,you actually hunt animals?
3429,1,"No, never haha."
3174,1,"Mhmmmm, sure. Then I take your cock in my mouth ;) mhmmm."
2712,0,what genre is it
1706,0,"indie rock, some indie pop, i listen to anything really"
966,0,I feel that haha. Do you not like coding at all or are classes just enough for you?
2671,0,"what are you doing in melbourne,"
337,0,I did haha one year younger lol how is Wazzu?
2574,1,🐻🐻🐻
2683,1,haha what are you doing at uni then?
1145,1,I refuse to kiss before marriage
2234,0,indie rock is the shits
2750,0,so is his songbook
1711,0,haha we got there at 6:30 so didn't have to
3023,1,"oh fuck that's fucking hot, so wet"
3412,1,I'm assuming it's a nice view
2928,1, your sense of adventure is so exhilarating it makes me want to explore the world with you 
3499,1,outside first
1246,1,"I mean you are pretty and I respect you a lot, but that's pretty steep"
3059,1,Talk me through it.
3203,1,Your on fire!
3464,1,"No, I want to play with you first"
3151,1,Just a t shirt;) U must be rather warm though maybe u should get more comfortable ;)
2698,0,well not for students but people who work...
3491,1,I love how wet you get
833,0,Jay is my middle name so I think it’s destiny
623,1,You made my heart skip a beat so u better pay my medical bills
2897,1,can I give you a hand darling
1396,1,😸
3122,1,How does that feel?
3404,1,Nice recovery
3465,1,Oh yeah? What did you want to play with?
3478,1,I want to feel your warm mouth on me. Your wet tongue gliding slowly around my clit.....
782,0,Talk to u tmrw nice talking to u!! Good luck at work tmrw 👋👋
2392,0,i don't hate on people who hunt
2925,1,do   watching you work is like watching a master at their craft its so impressive
1710,1,i was actually really looking forward to having a whack with the mallet
3527,1,trying to concentrate on my work but all I've been doing is daydreaming about having you bent over my desk with your jeans around your ankles
604,0,I just listened to NIKI for the first time today would recommend
2020,0,or persa
3129,1,"Ha! I have a candle on my nightstand, dare me?"
759,1,Hi I’m a normal person
2705,0,psych sub-specialty?
2081,0,"for that, neither do i"
1916,0,"your bio says you were reprogrammed by AI? dear god, this is the last time i'm referencing someone's bio."
262,0,I like the yogurt soju
3480,1,I can indeed my little fucktoy
3098,1,OK I’ve got it.
411,0,Oh ofc ofc or I’ll grab from the top shelf and you get the chase
1956,1,was it? 🌞
2309,0,haha it tastes good
2344,0,i'm tutoring psychology 📝
1084,1,Are you still hiring for this role
1238,0,I too am an athlete - a mathlete
1958,0,i didn't really leave the house today except to walk the doge
3028,1,I'm glad I didn't stop you
2784,0,"she moved for work, ended up on a project that required some relocation to canada i think"
1030,0,"Same as you. Partied a decent amount in high school and early college, then for whatever reason being drunk didnt feel good anymore so that pretty much was it for me.  Was never going out 3 times a week tho haha I would literally die"
2436,0,WHY? i want to stay in melbourne
3120,1,You’re too big.
135,0,🤢🤮 we agree there
653,0,Hi
2228,0,/what kind of music do you make
1638,0,there's a chocolate lab?
2178,0,what about your other doges?
2235,0,british mostly
3411,1,Yeah I want to see you bent over in high heels
3140,1,"Fairly well, and I've been naughty sometimes ;)"
494,0,Damn it be like dat
2588,0,french is overrated
586,0,LMao phew. Who doesn’t like a lil bit of crazy tho
2202,1,1am isn't really that late
791,0,My day was pretty boring lol I work full time from home so it was a lot of staring at my computer 😂 getting a run in after was super refreshing tho
3075,1,Goddamn I’m so hot this is so hot you are so hot
472,0,I was fully kill Naisha LMAO
368,1,I suppose guessing your personality from your playlist would be the same as guessing mine 😂
843,0,I liked it in HS so wanted to continue but I am also an Information Systems major so I’m tryna do more of like a marketing analytics type role haha
2525,0,"um, uni? work? dogs? food?"
588,0,Alright I can fw that haha mine is probs grape tbh which is a bit odd
3248,1,"Me: It’s a good spot, it’s just cold season now. Where you from"
1120,1,"You share a name with my childhood neighbors dog. Like her, you are very cute."
2227,1,"i'm at uni, what's your band's name"
3468,1,I really want to eat you out until you forget why you had any worries in the first place
334,0,Damn now I feel like I have to bring more what else should I provide?
539,0,Took so long 😴
1947,0,it's only 10
1095,1,I am so excited to finally have someone who I can brag about this to
3085,1,Your cunt is like candy! Your thighs soft and supple like bubblegum.
214,1,Any music is welcome to the playlist LMAO
3026,1,"wow that's amazing, thank you"
3276,1,Gawdamn you’re hot. When are you coming up here to visit me again
1433,1,"that's pretty cool, so you're a ballerina? 😸"
1087,0,Ava how is ur life going right now 1-10 hit me w it
1880,0,do you actually like salad that much?
399,0,Hey how are you
840,0,Gotta play yourself before you get played
1891,0,i think it was cruisers
1636,0,nice doge
272,1,See this is why we’re the professional frat 😤 2 steps ahead
3337,1,You from behind
2950,1,"I would much rather spend a quiet evening with you, just the two of us."
2955,1,I wish I could stay in bed with you all day instead of leaving on this trip.
1413,0,"i don't do relationships in semester, if that answers your question"
215,0,I played that and Stian was vibin with it and asked Siri what song it was and he felt so betrayed
1652,0,my mom makes new doges from the fur she brushes off...
3360,1,I'll be the bad cop
1745,1,i bet i have more participation ribbons
3326,1,Me: Send me a pic in your panties
1140,0,"System is really useless though in my experience, I had a friend who I had to take to psych ward for schizophrenia, they literally just booted him after a week regardless of whether he was ready to leave"
275,0,Half our apt has small dents from our locks cuz there’s no door stoppers tho big sad
198,0,Not a pickup line but my dog looks JUST like yours haha
321,0,"Mine is falling, meet me in the hallway, sign of the times"
1226,0,are you mostly busy with classes or do you have a lot of other stuff?
839,0,Oh shit should’ve read your bio first
2652,0,wow
869,0,I feel like permanent stilts would be a pretty popular wish from some short kings hahaha
3039,1,Are you wet?
3173,1,"Yes I want to feel your whole body, It's so smooth, soft, your breasts are incredible.. I want to suck your nipples ;)"
2063,0,"i don't normally go anywhere, i get too busy during semester. a lot of people i know go to seven or ritz"
940,1,"Yeah. I know how hard the lockdown is in germany. Maybe we could go to a cafe together some day?
Good night ☺️☺️"
2229,1,that's a good idea they're coffin nails
1304,0,Thanks means a lot
2799,0,but they're called dagwood dogs or pluto pups
433,1,Bet gimme ur snap let’s do this
64,1,Seattle but with a bunch of ppl u alone?
457,0,I am the troublemaker but missed it
1707,0,"normal rock is alright too, my current favourite jack white lazaretto"
3147,1,I like that. So u wearing much?
439,0,Let’s give 12 months
271,0,Honestly akpsi wins in that regard tiddy milk for everyone
3428,1,"Have you ever been with someone 6' 5""? Or similar height?"
3504,1,right in the middle
1709,1,SAME!
762,0,Yeah feeling good! What major are you?
3450,1,Oh god I want to fuck you so deeply
1738,0,indie?
1541,0,ha thanks😺
2509,1,hi 😺
1737,0,hipster?
2775,0,"not really charity work, we're paid in sausage sizzles"
2517,1,feel free to add me on instagram
806,1,Snap ?
300,1,"You’re pretty cute, I’d definitely hold your hand in public"
3076,1,"Working my way down your collarbone, your breasts."
3128,1,Can you DP?
3015,1,"I am going to cum, but you can close your eyes and let me cum in your mouth"
2766,1,"well you wouldn't believe the arrogance of the ivy leagues, our little group of 8 is a pawn"
2995,1,I'd be forever grateful for your expert guidance and dazzling smile.
2965,1,"  I would love to learn how to cook with you, and maybe we could teach each other a thing or two    "
3552,1,can you come over & eat me out?
579,1,You. Me. Lots of flowers. And we embrace each other until sunrise
290,0,? I haven’t changed my photo since downloading
1086,1,"Your really cute Jessica, you're smile is very pretty!"
2636,0,"no, i think the year 7s still go every year...kind of a long running tradition apparently"
1985,0,i got that name like 6 years ago
2255,0,"yeah i like melbourne, but i'm not entirely sure i'd know what to do if i didn't go to uni"
2476,0,cigarzzzz
756,1,I love the earth. Let’s save water and shower together.
3514,1,pressing harder and harder on your g-spot
1654,0,you can make this clump that looks like another dog?
3280,1,Girl I’ll be the one holding you to things.. like my kitchen counter. My bed. Maybe even a wall or two (but no time to relent.. keep things going and have fun!)
3331,1,I want to spread your legs and eat out your wet pussy
3296,1,"Gawdamn. Wish I had this earlier, I already came thinking about you when I was in the shower (It IS ok to bring this stuff up if you’ve hit that point with a girl)"
2883,0,i have an epiphone
1426,0,haha does that ever end well?
1212,0,I appreciate honesty in the bio
3358,1,God that is so hot
3226,1,Jon is sexy
3372,1,And harder
2739,1,it's so cute and i like the nylon strings
2898,1,It looks like you had a great time this weekend
841,0,Always one step ahead
2192,0,how's the pet detective thing going?
3441,1,"I don't mind if you set the pace with your hand on my head, either."
66,0,We close
2608,1,inanimate objects?
1274,0,I see why you might think that
3487,1,Yes sir
2936,1,being around you makes me go crazy
3388,1,Rub harder and harder in circular motion
3058,1,"Will you do that for me, babe?"
2559,0,i'm in 3rd year undergrad science
3436,1,Tonight you will not move from there until I make you come with my mouth
1530,0,YES EXACTLY
303,0,Hey you dropped this
3042,1,Mmmm.. tell me where you want them.
2341,1,went to uni to do some volunteering 😸
3062,1,Dripping.
818,0,If we go to chipotle you best expect me to order the Quesarito
884,1,A 13” difference is no big deal right?
3225,1,XX..
3200,1,And rub your finger on my clit..
1697,0,ahh
82,0,L
2650,1,i wouldn't try and compete with a vacuum cleaner
2961,1,I wish you could be there to hold my hand and keep me company while I'm getting my teeth cleaned    
687,1,U made my heart skip a beat
1435,0,i mean i know ballerinas wear those pointe shoes and weird nude bodysuits but i don't think that immediately means homosexual...haha
2966,1, I wish I could bring you with me to meet my grandparents and show you where I come from    
305,0,It do be like dat
2044,0,my mom used to live in canada
1323,0,If you can figure out a way to hide a horse behind a box that size I'll be very impressed. Are you still at college or have you graduated yet?
3119,1,"Push gently baby, open your asshole for my big dick."
1253,0,Awesome. You're in Boston are I'm guessing?
2601,0,"melbourne IS a small place, i'm having an existential crisis about my major and high five for unemployment"
2118,0,"yes she's alright if you get beyond fancy 😳
life in film is somewhat bloody slow with their releases, some kind of record deal bustup, apparently they're very smiths-y whatever that means"
1181,0,We neighbor the Brits and were also oppressed by them
1674,0,what's your favourite record
3133,1,OMG you better be jerking off.
1860,0,a friend of mine is from nsw but is down here for uni and she misses her GR like crazy
381,0,Awww cute!! I have 2 shelties at home but I’m living in U district rn
2345,0,lol that never works
413,1,YES I love these type of profiles haha bonus points for the rainbow numbering
3437,1,I promise
2615,0,haha the swedish also make good food too
3474,1,sliding down your legs. After that I want to gently circle your clit and I won't stop until you tell me to
2218,0,um sorry...?
1236,1,I'm having trouble thinking of a first message. Can you help me out?
1044,0,"CoQ 10 too if I remember correctly. Ironically my migraines ended up being caused by a magnesium supplement I took, and it was months before I found the connection because it didnt make any sense."
478,0,I have a friend with 2 A’s
1500,0,i don't think i'd fit
2050,0,nice to the mountains
377,0,Pretty good! I worked all day so pretty boring overall lol but hbu?
99,0,Pretty well! Quarantine is a bummer but what can u do lol
2788,0,misuse of puppies.
336,0,Hey odd question but did you go to Mount Si? I feel like you look kinda familiar lol
2114,0,which ones the best then?
3303,1,I really want to suck on your tits. Then fuck you (I save the overt sexuality for when it’s appropriate)
3104,1,What color?
3245,1,I see..
3176,1,I touch your 'tip' with my tongue ;) It's oozing pre cum ;)
1824,0,"i did come across people looking for a threesome, and some BDSM enthusiasts"
1036,0,What are you into besides jeopardy and smash?
461,0,Damn it do be like dat
2079,1,what are you doing on tinder?
412,0,You got beer pong I got flip cup let’s run the tables
1936,0,i don't know what the female population of tinder's like but i hear there are a lot of spambots
2663,0,lol no i'm not stupid i know what you're getting at
3279,1,Hey don’t make promises u can’t keep cuz I’ll hold you to it silly boy. Yeah color run was this morning (Phew)
1859,0,"i'm volunteering at uni, teaching disadvantaged vce kids so i was making notes for that"
1192,0,I'm not really an extravert but talking to no one other than my mom does get a bit old
757,1,🤩👀🤩👀
2041,0,canada's cold
3100,1,Dunno if I can get it all in but I will try.  😉
1434,0,hahaha do people actually think that?
1639,1,🐶
168,0,🙈🙈🙈🙈🙈
2984,1,You have a talent for making my taste buds dance with joy.
2782,0,"after, i think"
696,1,So are you flying to me or am I flying to you?
1895,0,did you get that last picture from tumblr
3524,1,Sleep good
679,0,That’s good to hear! Highkey whenever I see you message me I think exactly what my first message says haha
3074,1,“I’m so fuckin’ hard right now.”
2769,0,"i used to, went to newman for a semester"
1109,0,I like it a lot here! Weather is insanely good (on days when you can breathe without damaging lungs). Other than that I havent really been able to experience much because of the coronavirus and the fact that I am too lazy to do stuff.
3143,1,I would like to know ;) Your so pretty;)
117,0,What’s tik tok?
373,1,It’s only fair I get to ride your shoulders sometimes tho
96,0,Hey McKenna
882,0,65 year old Noah will be SHREDDIN the waves
1123,1,How much parks and rec is too much?
3381,1,And you'll scream and squirt everywhere
1514,0,*?
1835,0,hilarity ensues
502,0,No lol
3071,1,Do you wish I was right there with you right now?
1069,1,"Hey Madelyn, you have a great smile!"
2900,1,Do you want to work together 
942,0,"Haha. Can relate. Well, sleep is lot something to play around with I say. It makes a world of difference."
2291,0,OMG
2939,1,"I wish I could spend the day running errands with you, just so I could have more time with you."
1419,0,uni's hard like that. are you at uni as well?
1579,0,teles?
647,1,"And it’s perfect because I’m also super high maintenance,  don’t understand sarcasm, and have no sense of humor"
3073,1,Slowly up to your left ear — my voice and hot breath:
463,0,Let’s choose someone to hang up on no matter whT
208,1,Take me to the bikini barista and call it a date
3050,1,(sometimes I squeal!)
212,0,The only Spotify playlist I have is “it really do be like dat”
1594,0,"cool, what major?"
2085,0,amateurs
451,0,Let’s rig one night
3190,1,My pussy is just tooo wet..For you
916,0,We’ll just mix em all together and have good ol 4 loko jungle juice
369,1,Lets swap playlists and make assumptions about each other
3327,1,I’m not wearing any
730,1,Like chocolate 🍫
580,0,Yeah I’m staying up here haha
3286,1,I’m with family right now… Damn or else I would
1629,0,doge
1855,1,OMG FLUFFEH
3091,1,And then I’m gonna fuck it.
1133,0,I can barely read about politics without getying angry
1577,0,they're beautiful
3469,1,I'm about to get a shower.
686,1,My rhymes: the sickest      My ass: the thiccest
2689,1,it's far too early 🌞
3283,1,Rawrr… Yummy but I want more
2924,1, your taste in everything is exquisite it matches your incredible personality 
1622,0,haha ja'mie
210,0,Deal
1921,0,are you at uni?
3183,1,"But now I want to lay u down, and I want to feel your clit.."
3110,1,"I am! OMG so nice. I’m on my back, knees bent."
376,0,Vitalis serves one purpose and it serves it well - to get fucked up
2934,1,is there anything you cant do your skills are so impressive 
2463,0,but that's impossible to get into
3367,1,Moving my tongue in different motions and using my fingers to put pressure on your clit
3287,1,But yeah u do (think she meant i here)
2329,0,"also soy milk, but that tastes funny"
980,0,It's not too bad - I have work every day this week but Thursday which isnt the best but my family is on the east coast anyway so it doesnt matter much
1388,0,glockenspiel?
2122,0,"good news for people who like bad news, kind of the extent"
627,1,Hey boo
1655,0,it's easier to do with cats
2449,1,saying that in the least macabre way possible
1392,0,lederhosen isn't a person
414,1,I choose 4 👀
695,1,We’ll have to practice first 👀
2042,0,but maple syrup
2480,0,"yes, that and throat cancer"
2312,0,swotvac is when i get really stuck into it
1057,0,I feel like my entire day kind of blends together cause I have nowhere to be and before I know it a full day has passed and it's not clear what I've really done
2895,1,do you want to go out for a drink
203,1,Whatever you want your prize to be I can provide
1932,0,happy to help!
3067,1,I’m drenched.
549,1,Guess I win 😉
2340,0,"*scroll down* ""Make it so there's more of my guitar and less of everyone else's shit"" - Wilson Jones"
3531,1,"I can't wait to have you inside me while you play with my clit, ramming me so hard and making my legs shake. I want to be gasping for air while begging for more"
2395,0,isn't it eleven herbs and spices?
2974,1, I would love to dance with you and let you lead me to the rhythm of the music    
1512,0,"not a lot of essay writing, really"
1078,0,Can you tell me what FDT stands for I have been trying to figure this out for like 3 minutes and I'm dying to know
367,1,That soft girl playlist is the MOVE haha damn our music tastes align
2863,0,you wouldn't know a guy called jeremy pattison would you?
2408,0,what does gainfully mean?
3492,1,Well you know how to turn me on
568,1,No live music tho sadly the budget didn’t stretch that far
26,1,Two matches for one swipe? Black Friday deals came early
2080,0,high 5
3207,1,Fuck my cock.. Aaaahhh... Fuck I climb on top and just tease the entrance to your pussy...
1455,0,"alright, went out to dinner with my parents"
3113,1,Push it in?
1486,0,matt berninger's voice is 👌
2332,0,"and i eat all other dairy products, it's just milk that gives me abdominal pain"
1581,0,i am shit
3027,1,I'm going to go for another load
764,0,Oh that’s so dope!!
963,0,Fuck yeah I'll go on frequent trips to goodwill with you
1705,0,and candles smell better than electricity. i like vinyl which is basically obsolete but if you'll believe it vinyl sales and production have been at an all time high
2918,1,your laughter is music to my ears its so infectious 
3400,1,What's your recovery time like?
3086,1,<burying my face between your legs>
2300,0,safari? or chrome or whatever web browser it is?
639,0,We can switch back and forth
1451,0,like do ballerinas do plays or musicals and stuff?
1996,1,🙀
1244,0,I have extra respect for women who message first
2847,1,but which faculty is the best for bad jokes?
1293,1,Were a perfect match
2719,1,dear god no kangaroos are vicious
1400,0,where is that et bicycle?
285,1,If they’re available those are the ones we’ll get 😂 god imma die tmrw
3256,1,What? A girl saint..? That’s not right. 😉
2435,0,such fun
3178,1,I play with your 'head'. Then I swallow it down my throat ;)
948,0,our taste buds have like nothing in common
2069,0,because
1258,0,I too disappoint my parents
2589,0,well.
3275,1,Lol
947,0,What good traits of your balace it out?
1928,0,but could 5 V elecrocute someone?
3216,1,Mhmmmmm....
2031,0,for the lols...
3282,1,Okay dead mouse lol!!! (sent pic wearing Deadmau5 mask)
795,0,Imma be really happy once ppl can start hanging out in large groups again haha
440,0,It better be a really lit wedding
2868,0,nice to meet you mr goat
1774,0,yep. many splinters.
1567,0,apparently the costumes were really itchy
1731,0,where in canada are you from?
823,0,It’s whatever your chipotle order is but instead of a tortilla it’s a quesadilla
2060,1,it was insanely crowded. did you have fun?
812,1,Your snap is crazy
1503,1,😸😸😸
1015,0,Hahaha damn it you got with me the or. Either way I was bluffing you would probably wack me at both.
1960,0,how is that possible
3432,1,"5' 11"" dudes could never"
3364,1,"I will I pick you up and out you on the counter top, I spread our legs and tease you with my hard cock"
374,0,The top shelf is the best that’s where the best alc is kept ofc
2873,0,rolling stones?
136,0,Peach <<<
3459,1,"Shh shh just say ""Thank you, daddy"""
359,0,Tbh his first album is top 3 of mine lol I could listen front to back without skips
2130,1,liquid filled record < record named liquid 😜
1995,0,^
2104,0,✉️
2606,1,what do you want to photograph?
2978,1,I'd rather spend my afternoon getting lost in your eyes.
3080,1,"Spreading for you, baby! Oh please baby oh please eat me up!"
3497,1,and slowly spread you open
2972,1,I wish I could admire art with you and see the beauty of the world through your eyes    
512,1,Let’s have a baby
2416,1,"plus customs would be a nightmare, can you imagine them wrangling a pegasus?"
1889,0,booze enthusiasm
2222,1,nice nails 💅
294,0,Howdy 🤠
2288,0,i lived at college for a semester but i couldn't stand it
3000,1,I'd still cuddle with you even if you had a million cats.
2447,0,what are doing now? garage-banding?
3096,1,"No, do you have a dildo or a vibrator? I want you to put it up your ass."
2729,1,they're pretty cool...at a distance 🙊
1096,0,I think it runs in my family - my mom is also an absurdly fast typer. Doesnt hurt that I also played piano for most of my life and spend an inordinate amount of time on my computer.
1431,0,haha are you at uni too?
842,0,LMao damn it do be like dat
2450,0,"nice, i'm volunteering this summer as well"
2958,1,I would rather hold your hand tightly during a scary movie than watch it alone.
3458,1,"If I'm around you, we won't have a problem making sure I'm ""well lubricated"""
3394,1,I think so too
1240,0,Is the last name Satan?
384,1,You’re pretty cute I’d definitely hold your hand in public
3290,1,No I just bought this phone Tuesday. I lost my phone that night honey
2578,0,good i'm currently standing in line at corner
3272,1,Haha… That’s my twin!!! How did u know:)
2668,0,your name's spelt funny
3398,1,A blowjob? Not my eyes
3319,1,Send me more pics they give me.. ideas. Lol
787,0,How are you?
982,0,Arent you supposed to be legally representing chickens not eating them?
3196,1,Mhmmm I like it... Say dirty things to meee...
1245,1,So is the dowry negotiable or what
2702,0,uh maybe but y'know stranger danger
2938,1,"I was planning on going out, but the weather is making me want to stay in with someone cute and cuddly like you."
2849,1,"from a certain angle, it looks a little like a llama"
684,0,I feel that it can be hard to overcome the insecurity. Ur Killin it tho Liyana
1263,0,Fuck yeah
560,0,It’s more of a manifestation than a reality unfortunately
654,0,"Okay I’ll be real, I’m trying to figure out which should be my first pic on my tinder. Help me decide?"
1586,0,are you at uni or...?
907,0,Oh fuck next time I’ll buy off your recommendation 😂 my roommates decided they wanted 4loko tonight and tbh it may be cheap but probs not worth
822,0,Never a bad investment
1294,0,You go to UChicago
3500,1,then work my way in
3199,1,My cock is aching though for it but I don't care..
3363,1,I don't care
2295,0,V is an energy drink...
2717,1,are you american? your photos have a 'murican theme
949,0,tequila is the second worst alcoholic beverage imo
668,0,Gotta do what you gotta do
3397,1,Can you orgasm from it?
3106,1,Cute.
2336,0,breaks down into its composite sugars
1393,0,it's like an oktoberfest costume
3537,1,Is that weird?
3304,1,You know what I want. Send it
310,0,Top 3 albums of all time?
784,0,All good haha I’ve just been working too so pretty routine
1208,0,What are your top three recipes? I have to diversify from only cooking spaghetti
1314,0,Same here
2999,1,I'd much rather spend my time working on a future with you.
195,1,Perfect if it means more Rose then I’m always down
3182,1,I'd like that ;)
794,0,Oh that’s so cool! Miss corona needs to leave smh
1423,0,which was funny for like a second...
3421,1,Size doesn't matter when you're horizontal anyway
1991,0,damn that's right 50% of the time
3162,1,"I'm afraid, not now. ;)"
3249,1,Know of any nursing jobs out there by any chance?
2846,1,😹
2551,1,haha it looks just like a rocking horse i talked my mom out of buying a while ago
2387,0,far too many people are curious about it
1834,0,and then i tell them
3420,1,baby just get here so i can fuck you how you like it
3353,1,Sooo like let's do that v soon please?
2136,0,"mine's pretty humble too, i only started collecting about a year ago"
2624,0,i'm just curious
760,1,Hey hey :) how are u
24,0,Hmm okay fair fair I was just a bit off. Alright my turn
558,0,It’s been 3 days and tbh I’m still tryna figure out the bio. What does it mean?
1657,0,i only do it sometimes 🐶
959,0,"I see, at least its transparent haha"
1547,0,how was your day?
1676,0,i wish my grandparents had cool records
482,0,Kill naisha
587,0,Alright which flavor tho
3386,1,Rub your clit soft and gently
1582,0,"i am better on a miniature guitar, also known as a ukulele"
660,1,Anushka you stole my heart can you give it back?
3247,1,I might be moving out there soon just gonna see if I can get a job first
2619,1,well those sly bastards
1414,0,"and tinder isn't for the last option, if anyone's that stupid."
3030,1,"Hello, sweetie… what’s up?"
598,0,"Mine are Blonde by Frank, Harry Styles by Harry Styles, and Ctrl by SZA"
2490,0,what kind of sound do you make?
1612,0,he had a nasal voice
811,1,Snap
2556,0,i think it was given to us by someone a really long time ago
1345,0,Also when they have extra food from events CIT 4th floor kitchen
3339,1,I miss your big dick in my tight wet pussy
3228,1,What’s going on gorgeous we’re headed to a lil get together
2209,1,nice dog
2266,0,well russia fucked them over pretty bad 🙀
3454,1,"I want to be thrown on my tummy with my hands behind my back, have you pull my hair while forcing me down, fucking me until I cum on your cock"
2273,0,isn't that a canadian thingv
1609,0,yes that makes sense now
248,0,Haha that’s my roommates favorite but I agree it’s kinda ass
1442,0,i like slothing around...once semester starts i won't have much time for that 😸
269,1,"😂 Most frats have like a sacred pong table, paddle, etc."
1838,0,i'd say hi
1411,1,😿
3011,1,"Suck my cock, please"
3092,1,OK I’m back (dropped the phone).
2422,0,first year biology?
2761,0,3rd this year
909,0,I really like Ciroc tho
3077,1,Licking every inch of your full left tit before taking that perky nipple into my mouth!.
3013,1,"please, I need your cum"
1439,0,oh god that's grisly
2460,0,i'm well aware
